"age","education.num","occupation","race","sex","hours.per.week","income","marital.statusN","educationN","workclassN","native.countryN"
42,9," Adm-clerical"," Black"," Female",57," <=50K"," Seperated"," Post-Graduate"," Private"," United-States"
35,9," Adm-clerical"," Black"," Female",34," <=50K"," Seperated"," School"," Private"," United-States"
33,6," Priv-house-serv"," Black"," Female",21," <=50K"," Unmaried"," School"," Private"," United-States"
42,11," Adm-clerical"," White"," Male",39," <=50K"," Seperated"," Assoc_Degree"," Gov"," United-States"
43,8," Other-service"," White"," Female",12," <=50K"," Seperated"," School"," Private"," United-States"
36,12," Sales"," White"," Male",43," >50K"," Maried"," Assoc_Degree"," Private"," United-States"
26,13," Other-service"," White"," Male",58," <=50K"," Unmaried"," Bachelors"," Self employed"," United-States"
41,5," Prof-specialty"," Black"," Female",30," <=50K"," Seperated"," School"," Private"," United-States"
29,10," Adm-clerical"," Black"," Female",9," <=50K"," Seperated"," School"," Private"," United-States"
62,13," Prof-specialty"," White"," Male",65," >50K"," Maried"," Bachelors"," Self employed"," United-States"
24,3," Handlers-cleaners"," White"," Male",39," <=50K"," Maried"," School"," Private"," Other"
26,8," Handlers-cleaners"," Black"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
26,9," Handlers-cleaners"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
48,9," Handlers-cleaners"," White"," Male",56," <=50K"," Maried"," School"," Private"," United-States"
38,8," Sales"," Black"," Male",39," <=50K"," Unmaried"," School"," Self employed"," United-States"
34,9," Transport-moving"," Other"," Male",39," >50K"," Maried"," School"," Self employed"," United-States"
19,8," Farming-fishing"," White"," Male",29," <=50K"," Unmaried"," School"," Self employed"," United-States"
44,8," Craft-repair"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
42,12," Exec-managerial"," White"," Male",56," >50K"," Maried"," Bachelors"," Self employed"," United-States"
39,10," Adm-clerical"," Black"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
30,3," Other-service"," Black"," Male",49," <=50K"," Seperated"," School"," Private"," Other"
41,9," Adm-clerical"," White"," Female",40," >50K"," Maried"," School"," Private"," United-States"
47,8," Adm-clerical"," White"," Male",43," >50K"," Maried"," School"," Gov"," United-States"
50,8," Transport-moving"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
22,11," Tech-support"," White"," Female",39," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
20,9," Craft-repair"," Black"," Female",49," <=50K"," Unmaried"," School"," Self employed"," United-States"
22,11," Adm-clerical"," White"," Male",19," <=50K"," Unmaried"," Assoc_Degree"," Self employed"," United-States"
30,5," Handlers-cleaners"," White"," Male",62," <=50K"," Unmaried"," School"," Private"," Other"
23,9," Machine-op-inspct"," White"," Female",34," >50K"," Maried"," School"," Private"," United-States"
43,9," Other-service"," Black"," Male",35," <=50K"," Unmaried"," School"," Private"," United-States"
47,4," Machine-op-inspct"," White"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
43,9," Adm-clerical"," Asian-Pac-Islander"," Male",58," >50K"," Maried"," School"," Private"," United-States"
26,12," Adm-clerical"," White"," Female",40," <=50K"," Seperated"," Bachelors"," Private"," United-States"
38,4," Machine-op-inspct"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
52,8," Exec-managerial"," Asian-Pac-Islander"," Male",39," >50K"," Maried"," School"," Gov"," United-States"
26,13," Prof-specialty"," White"," Female",39," <=50K"," Unmaried"," Post-Graduate"," Private"," United-States"
38,9," Sales"," White"," Male",43," <=50K"," Seperated"," School"," Private"," United-States"
38,9," Sales"," Amer-Indian-Eskimo"," Male",49," >50K"," Maried"," School"," Private"," United-States"
43,8," Sales"," Black"," Female",19," <=50K"," Maried"," School"," Private"," United-States"
73,10," Craft-repair"," White"," Male",48," <=50K"," Seperated"," School"," Self employed"," United-States"
42,9," Adm-clerical"," White"," Female",36," <=50K"," Seperated"," School"," Private"," United-States"
47,7," Sales"," Black"," Male",39," >50K"," Maried"," School"," Private"," United-States"
46,10," Craft-repair"," Black"," Male",30," <=50K"," Unmaried"," School"," Gov"," United-States"
42,8," Sales"," White"," Male",48," <=50K"," Maried"," School"," Gov"," United-States"
64,9," Exec-managerial"," White"," Male",45," <=50K"," Maried"," School"," Private"," United-States"
47,3," Craft-repair"," White"," Male",57," <=50K"," Widowed"," School"," Private"," Other"
50,8," Other-service"," White"," Female",34," <=50K"," Seperated"," School"," Private"," United-States"
32,9," Transport-moving"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
37,9," Craft-repair"," Other"," Male",42," <=50K"," Maried"," School"," Private"," United-States"
37,9," Adm-clerical"," White"," Female",40," >50K"," Unmaried"," School"," Private"," United-States"
37,7," Prof-specialty"," White"," Female",39," >50K"," Maried"," Post-Graduate"," Unemployed"," United-States"
30,13," Adm-clerical"," Black"," Female",34," <=50K"," Maried"," Bachelors"," Gov"," Other"
24,5," Prof-specialty"," White"," Male",58," <=50K"," Unmaried"," School"," Gov"," United-States"
30,9," Sales"," White"," Female",33," >50K"," Maried"," School"," Self employed"," United-States"
44,12," Exec-managerial"," White"," Male",55," >50K"," Unmaried"," Bachelors"," Gov"," United-States"
44,8," Handlers-cleaners"," Black"," Male",30," <=50K"," Unmaried"," School"," Private"," United-States"
41,9," Sales"," White"," Female",33," >50K"," Maried"," School"," Self employed"," United-States"
31,3," Other-service"," White"," Male",53," <=50K"," Maried"," School"," Private"," Other"
66,9," Sales"," White"," Male",56," >50K"," Maried"," School"," Self employed"," United-States"
39,3," Farming-fishing"," White"," Male",49," <=50K"," Unmaried"," School"," Self employed"," United-States"
22,10," Adm-clerical"," White"," Male",30," <=50K"," Unmaried"," School"," Gov"," United-States"
32,15," Adm-clerical"," White"," Female",34," <=50K"," Maried"," Bachelors"," Private"," Other"
57,12," Exec-managerial"," White"," Female",39," >50K"," Maried"," Bachelors"," Self employed"," United-States"
43,14," Adm-clerical"," Black"," Female",39," <=50K"," Seperated"," Post-Graduate"," Private"," United-States"
53,9," Handlers-cleaners"," White"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
39,9," Priv-house-serv"," White"," Female",34," <=50K"," Maried"," School"," Private"," United-States"
47,13," Prof-specialty"," White"," Female",44," <=50K"," Seperated"," Bachelors"," Self employed"," United-States"
37,10," Adm-clerical"," White"," Female",40," >50K"," Seperated"," School"," Private"," United-States"
23,10," Adm-clerical"," Amer-Indian-Eskimo"," Female",35," <=50K"," Maried"," School"," Private"," United-States"
39,8," Handlers-cleaners"," White"," Male",39," <=50K"," Maried"," School"," Private"," Other"
45,12," Adm-clerical"," White"," Female",36," >50K"," Seperated"," Bachelors"," Gov"," United-States"
41,8," Adm-clerical"," Black"," Female",20," <=50K"," Unmaried"," School"," Gov"," United-States"
41,12," Prof-specialty"," Asian-Pac-Islander"," Female",35," <=50K"," Unmaried"," Bachelors"," Gov"," Other"
42,13," Exec-managerial"," White"," Female",49," >50K"," Seperated"," Bachelors"," Private"," United-States"
52,9," Craft-repair"," Black"," Male",30," <=50K"," Maried"," School"," Self employed"," United-States"
77,10," Adm-clerical"," White"," Female",34," >50K"," Maried"," School"," Without-pay"," United-States"
54,12," Machine-op-inspct"," White"," Male",39," <=50K"," Maried"," Bachelors"," Private"," United-States"
41,3," Machine-op-inspct"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," Other"
35,12," Sales"," White"," Female",39," >50K"," Seperated"," Assoc_Degree"," Private"," United-States"
46,9," Adm-clerical"," Black"," Female",35," <=50K"," Unmaried"," School"," Gov"," United-States"
42,8," Craft-repair"," White"," Male",44," >50K"," Maried"," School"," Private"," United-States"
57,13," Prof-specialty"," White"," Male",39," >50K"," Maried"," School"," Gov"," United-States"
48,6," Adm-clerical"," White"," Female",40," <=50K"," Seperated"," School"," Private"," United-States"
24,10," Tech-support"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
23,13," Prof-specialty"," Asian-Pac-Islander"," Female",20," <=50K"," Seperated"," Bachelors"," Private"," United-States"
28,9," Tech-support"," Amer-Indian-Eskimo"," Female",44," <=50K"," Seperated"," School"," Private"," United-States"
41,8," Transport-moving"," Other"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
31,3," Sales"," White"," Male",44," <=50K"," Unmaried"," School"," Private"," Other"
51,9," Adm-clerical"," White"," Female",39," >50K"," Seperated"," School"," Private"," Other"
16,10," Adm-clerical"," Black"," Female",21," <=50K"," Seperated"," School"," Gov"," United-States"
42,12," Adm-clerical"," White"," Male",39," <=50K"," Seperated"," Assoc_Degree"," Private"," United-States"
17,9," Handlers-cleaners"," Asian-Pac-Islander"," Male",30," <=50K"," Unmaried"," School"," Private"," United-States"
46,9," Adm-clerical"," Black"," Female",39," <=50K"," Seperated"," School"," Gov"," United-States"
38,9," Exec-managerial"," White"," Male",58," >50K"," Maried"," Bachelors"," Private"," United-States"
38,8," Farming-fishing"," White"," Female",19," <=50K"," Unmaried"," School"," Self employed"," United-States"
46,12," Prof-specialty"," White"," Male",40," >50K"," Maried"," Bachelors"," Gov"," United-States"
65,4," Transport-moving"," White"," Male",55," <=50K"," Maried"," School"," Self employed"," United-States"
26,12," Adm-clerical"," White"," Female",40," <=50K"," Unmaried"," Bachelors"," Gov"," United-States"
55,7," Exec-managerial"," Asian-Pac-Islander"," Male",35," <=50K"," Maried"," School"," Gov"," Other"
51,14," Prof-specialty"," Asian-Pac-Islander"," Female",59," >50K"," Seperated"," Post-Graduate"," Self employed"," Other"
42,10," Sales"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
34,6," Prof-specialty"," White"," Female",44," <=50K"," Unmaried"," Post-Graduate"," Private"," United-States"
26,12," Prof-specialty"," White"," Female",29," <=50K"," Unmaried"," Bachelors"," Self employed"," Other"
42,9," Adm-clerical"," Other"," Female",33," <=50K"," Unmaried"," School"," Private"," United-States"
66,14," Prof-specialty"," White"," Male",35," <=50K"," Maried"," Post-Graduate"," Gov"," United-States"
43,9," Sales"," Asian-Pac-Islander"," Female",39," >50K"," Maried"," School"," Private"," Other"
39,3," Handlers-cleaners"," White"," Male",40," <=50K"," Unmaried"," School"," Private"," United-States"
46,9," Handlers-cleaners"," Black"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
23,11," Tech-support"," White"," Female",49," <=50K"," Unmaried"," Assoc_Degree"," Private"," Other"
34,8," Handlers-cleaners"," White"," Female",33," <=50K"," Seperated"," School"," Private"," United-States"
42,12," Sales"," White"," Male",21," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
40,9," Other-service"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
40,8," Craft-repair"," Amer-Indian-Eskimo"," Male",35," <=50K"," Maried"," School"," Self employed"," United-States"
33,12," Sales"," White"," Male",54," <=50K"," Maried"," Assoc_Degree"," Self employed"," United-States"
18,10," Sales"," Black"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
47,12," Sales"," White"," Male",39," <=50K"," Maried"," Bachelors"," Without-pay"," United-States"
52,13," Prof-specialty"," White"," Male",58," <=50K"," Maried"," Bachelors"," Private"," United-States"
21,12," Adm-clerical"," Black"," Male",43," <=50K"," Seperated"," School"," Private"," United-States"
21,8," Other-service"," White"," Female",30," <=50K"," Unmaried"," School"," Gov"," Other"
27,15," Sales"," White"," Male",35," <=50K"," Maried"," School"," Self employed"," Other"
44,8," Machine-op-inspct"," White"," Male",39," <=50K"," Maried"," School"," Gov"," United-States"
47,12," Sales"," White"," Male",48," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
41,4," Exec-managerial"," White"," Male",49," <=50K"," Maried"," School"," Without-pay"," United-States"
26,4," Handlers-cleaners"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
22,9," Sales"," White"," Male",29," <=50K"," Unmaried"," School"," Private"," United-States"
41,3," Other-service"," White"," Male",19," <=50K"," Maried"," School"," Self employed"," United-States"
50,8," Adm-clerical"," Black"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
48,3," Machine-op-inspct"," White"," Male",36," <=50K"," Maried"," School"," Private"," Other"
49,9," Adm-clerical"," Black"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
41,12," Exec-managerial"," White"," Male",34," <=50K"," Maried"," Bachelors"," Private"," United-States"
39,12," Prof-specialty"," White"," Male",39," >50K"," Maried"," Post-Graduate"," Private"," United-States"
42,9," Adm-clerical"," White"," Female",10," <=50K"," Widowed"," School"," Gov"," United-States"
35,9," Exec-managerial"," Black"," Female",35," <=50K"," Seperated"," School"," Private"," Other"
20,8," Adm-clerical"," Asian-Pac-Islander"," Female",35," <=50K"," Unmaried"," School"," Private"," United-States"
58,9," Prof-specialty"," White"," Male",39," >50K"," Seperated"," School"," Private"," United-States"
63,9," Transport-moving"," White"," Male",20," <=50K"," Maried"," School"," Private"," United-States"
